Waterloop;Lambert X/Y;X;Y;Omschrijving;Gemeente;Provincie;Bekken;Afvissingsmethode;Jaar;Datum;Nederlandse naam;Aantal per vangstinspanning;Eenheid
Berwijn;243050/161171;243050;161171;600m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;serpeling;8.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2016;25/08/2016;kopvoorn;5.81;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;13/04/2017;kopvoorn;34.29;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/06/2018;kopvoorn;12.94;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/10/2018;kopvoorn;194.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;kopvoorn;14.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;17/06/2020;kopvoorn;10.11;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;kopvoorn;1.11;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;kopvoorn;24.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2017;13/04/2017;serpeling;0.95;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/06/2018;serpeling;15.29;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/10/2018;serpeling;564.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2019;28/05/2019;serpeling;4.00;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2020;17/06/2020;serpeling;7.87;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2022;08/06/2022;serpeling;1.11;per 100m
Berwijn;243143/161136;243143;161136;700m SO monding;Voeren;Limburg;Maasbekken;Elektrisch;2023;31/05/2023;serpeling;6.00;per 100m
;243207/197816;243207;197816;Aan oude kanaalarm;Maaseik;Limburg;Maasbekken;Elektrisch;2014;17/09/2014;kopvoorn;;per 100m
Lossing;243228/207507;243228;207507;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2006;12/06/2006;serpeling;1.00;per 100m
Berwijn;243247/161120;243247;161120;SA schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2020;17/06/2020;kopvoorn;58.46;per 100m
Berwijn;243247/161120;243247;161120;SA schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2022;31/05/2022;kopvoorn;66.00;per 100m
Berwijn;243247/161120;243247;161120;SA schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2022;31/05/2022;serpeling;6.00;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2017;20/04/2017;kopvoorn;10.57;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2018;22/10/2018;kopvoorn;23.88;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2021;15/06/2021;kopvoorn;41.67;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2022;09/06/2022;kopvoorn;29.00;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2023;01/06/2023;kopvoorn;15.00;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2017;20/04/2017;serpeling;0.81;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2021;15/06/2021;serpeling;2.08;per 100m
Berwijn;243281/161115;243281;161115;SO Schansweg;Voeren;Limburg;Maasbekken;Elektrisch;2022;09/06/2022;serpeling;15.00;per 100m
Berwijn;243349/161144;243349;161144;aan de fiets/wandelbrug;Voeren;Limburg;Maasbekken;Elektrisch;2015;04/06/2015;kopvoorn;30.00;per 100m
Zanderbeek;243357/195246;243357;195246;Close to Bergerven, the Bek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2014;16/09/2014;kopvoorn;21.74;per 100m
Zanderbeek;243357/195246;243357;195246;Close to Bergerven, the Bek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;04/05/2018;kopvoorn;3.00;per 100m
Zanderbeek;243357/195246;243357;195246;Close to Bergerven, the Bek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;24/09/2018;kopvoorn;17.00;per 100m
Zanderbeek;243357/195246;243357;195246;Close to Bergerven, the Bek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2019;26/08/2019;kopvoorn;9.00;per 100m
ZuidWillemsvaart;243470/194301;243470;194301;Rotem, ter hoogte van de zinkfabriek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2010;16/09/2010;kopvoorn;0.80;per 100m
Berwijn;243625/161005;243625;161005;Zuidelijk van Parking TIR;Voeren;Limburg;Maasbekken;Elektrisch;2021;15/06/2021;kopvoorn;11.63;per 100m
Bosbeek;243780/198448;243780;198448;Sa Neermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;kopvoorn;0.40;per 100m
Bosbeek;243780/198448;243780;198448;Sa Neermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;serpeling;1.40;per 100m
Bosbeek;244215/198339;244215;198339;SH12Bosb_Neerm;Maaseik;Limburg;Maasbekken;Elektrisch;2012;20/06/2012;kopvoorn;3.60;per 100m
Bosbeek;244215/198339;244215;198339;SH12Bosb_Neerm;Maaseik;Limburg;Maasbekken;Elektrisch;2012;20/06/2012;serpeling;0.60;per 100m
Bosbeek;244215/198339;244215;198339;SH13Bosb_Neerm;Maaseik;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;kopvoorn;0.20;per 100m
Bosbeek;244215/198339;244215;198339;SH13Bosb_Neerm;Maaseik;Limburg;Maasbekken;Elektrisch;2013;18/07/2013;serpeling;1.20;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2011;04/10/2011;kopvoorn;2.50;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;22/03/2012;kopvoorn;5.33;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;03/04/2012;kopvoorn;2.00;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2013;23/09/2013;kopvoorn;8.00;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2013;11/10/2013;kopvoorn;5.00;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2014;15/07/2014;kopvoorn;6.00;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2015;18/06/2015;kopvoorn;35.00;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2017;18/04/2017;kopvoorn;16.67;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2011;04/10/2011;serpeling;7.50;per 100m
Kikbeek;244934/184449;244934;184449;aan de monding in de Maas;Maasmechelen;Limburg;Maasbekken;Elektrisch;2014;15/07/2014;serpeling;1.00;per 100m
Berwijn;244985/161547;244985;161547;SA 90032150;Voeren;Limburg;Maasbekken;Elektrisch;2014;20/06/2014;kopvoorn;7.27;per 100m
Berwijn;244985/161547;244985;161547;SA 90032150;Voeren;Limburg;Maasbekken;Elektrisch;2023;01/06/2023;kopvoorn;13.00;per 100m
Maas;245179/178519;245179;178519;bocht te Herbricht (B)  (23 km);Lanaken;Limburg;Maasbekken;Elektrisch;1998;14/05/1998;kopvoorn;3.80;per 100m
Maas;245179/178519;245179;178519;bocht te Herbricht (B)  (23 km);Lanaken;Limburg;Maasbekken;Elektrisch;2018;30/05/2018;kopvoorn;36.00;per 100m
Maas;245179/178519;245179;178519;bocht te Herbricht (B)  (23 km);Lanaken;Limburg;Maasbekken;Elektrisch;2021;01/07/2021;kopvoorn;0.77;per 100m
Maas;245179/178519;245179;178519;bocht te Herbricht (B)  (23 km);Lanaken;Limburg;Maasbekken;Elektrisch;2018;30/05/2018;serpeling;2.67;per 100m
Maas;245179/178519;245179;178519;bocht te Herbricht (B)  (23 km);Lanaken;Limburg;Maasbekken;Elektrisch;2022;01/06/2022;serpeling;0.80;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;1994;05/10/1994;kopvoorn;52.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;1998;23/04/1998;kopvoorn;2.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2005;27/04/2005;kopvoorn;39.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2010;08/04/2010;kopvoorn;78.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2017;04/10/2017;kopvoorn;622.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2022;03/10/2022;kopvoorn;1.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;1994;05/10/1994;serpeling;3.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2005;27/04/2005;serpeling;4.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2010;08/04/2010;serpeling;2.00;per 100m
Berwijn;245321/161452;245321;161452;stroomafwaarts de stuw van Moelingen;Voeren;Limburg;Maasbekken;Elektrisch;2017;04/10/2017;serpeling;24.00;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;22/03/2012;kopvoorn;163.27;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;03/04/2012;kopvoorn;4.00;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2015;18/06/2015;kopvoorn;6.00;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2017;18/04/2017;kopvoorn;59.21;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2021;11/10/2021;kopvoorn;325.71;per 100m
Ziepbeek;245648/183606;245648;183606;Mouth into Meuse;Maasmechelen;Limburg;Maasbekken;Elektrisch;2021;11/10/2021;serpeling;2.86;per 100m
Berwijn;245653/161330;245653;161330;aan het zandpad;Voeren;Limburg;Maasbekken;Elektrisch;1998;23/04/1998;kopvoorn;15.00;per 100m
Maas;245837/185556;245837;185556;thv Maaskruis Vucht;Maasmechelen;Limburg;Maasbekken;Elektrisch;2022;02/08/2022;kopvoorn;5.40;per 100m
Ziepbeek;245851/182546;245851;182546;1 km stroomopwaarts de monding, Bampstraat;Maasmechelen;Limburg;Maasbekken;Elektrisch;2010;08/03/2010;kopvoorn;1.00;per 100m
Ziepbeek;245851/182546;245851;182546;1 km stroomopwaarts de monding, Bampstraat;Maasmechelen;Limburg;Maasbekken;Elektrisch;2015;15/10/2015;kopvoorn;20.00;per 100m
Maas;246123/186252;246123;186252;(35 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;1998;13/05/1998;kopvoorn;4.60;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;1998;13/05/1998;kopvoorn;2.00;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2002;14/05/2002;kopvoorn;1.00;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2005;18/05/2005;kopvoorn;7.20;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2008;21/05/2008;kopvoorn;0.20;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2012;23/05/2012;kopvoorn;39.60;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2016;22/08/2016;kopvoorn;15.60;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2018;29/05/2018;kopvoorn;;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2019;21/05/2019;kopvoorn;22.80;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2020;10/06/2020;kopvoorn;28.80;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;kopvoorn;21.20;per 100m
Maas;246152/183843;246152;183843;(31 km);MaasMechelen;Limburg;Maasbekken;Elektrisch;2022;31/05/2022;kopvoorn;10.00;per 100m
Bosbeek;246307/199090;246307;199090;aan de Bosbeekvallei;Maaseik;Limburg;Maasbekken;Elektrisch;2011;17/03/2011;kopvoorn;5.00;per 100m
Zanderbeek;246472/197675;246472;197675;Aan het toeristische fietspad As - Maaseik;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;04/05/2018;kopvoorn;8.00;per 100m
Zanderbeek;246472/197675;246472;197675;Aan het toeristische fietspad As - Maaseik;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;24/09/2018;kopvoorn;6.00;per 100m
Zanderbeek;246472/197675;246472;197675;Aan het toeristische fietspad As - Maaseik;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2019;26/08/2019;kopvoorn;3.00;per 100m
Oude Maas Dilsen Noord;246570/192906;246570;192906;Elektrovisserij - Oude Maas Dilsen;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2002;16/09/2002;kopvoorn;0.05;per 100m
Witbeek;246659/201354;246659;201354;Broekberg;Maaseik;Limburg;Maasbekken;Elektrisch;2010;26/05/2010;kopvoorn;1.00;per 100m
Itterbeek;246688/204472;246688;204472;waar de Itterbeek en de Abeek samenkomen;Kinrooi;Limburg;Maasbekken;Elektrisch;2005;31/05/2005;kopvoorn;3.00;per 100m
Itterbeek;246688/204472;246688;204472;waar de Itterbeek en de Abeek samenkomen;Kinrooi;Limburg;Maasbekken;Elektrisch;2000;25/08/2000;serpeling;0.50;per 100m
Abeek;246706/204493;246706;204493;net na de samenvloeiing van de A-beek en de Itterbeek;Kinrooi;Limburg;Maasbekken;Elektrisch;2010;06/04/2010;serpeling;4.00;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;1998;14/05/1998;kopvoorn;1.80;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2002;15/05/2002;kopvoorn;9.00;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2005;19/05/2005;kopvoorn;10.20;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2008;21/05/2008;kopvoorn;2.60;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;24/05/2012;kopvoorn;2.60;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2017;27/06/2017;kopvoorn;4.80;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2018;30/05/2018;kopvoorn;97.42;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2019;22/05/2019;kopvoorn;1.20;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2020;11/06/2020;kopvoorn;89.60;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2021;01/07/2021;kopvoorn;5.20;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2022;01/06/2022;kopvoorn;9.20;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2005;19/05/2005;serpeling;0.20;per 100m
Maas;246716/182140;246716;182140;nabij Terhagen (27 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2022;01/06/2022;serpeling;33.60;per 100m
Abeek;246781/205609;246781;205609;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2020;10/03/2020;kopvoorn;1.00;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/09/2013;kopvoorn;36.00;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;kopvoorn;20.00;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2019;29/08/2019;kopvoorn;44.21;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2013;23/09/2013;serpeling;10.00;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2015;04/11/2015;serpeling;2.50;per 100m
Bosbeek;247348/198986;247348;198986;aan de Wurfeldermolen;Maaseik;Limburg;Maasbekken;Elektrisch;2019;29/08/2019;serpeling;61.05;per 100m
Maas;247480/192510;247480;192510;Booien (43 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;1998;13/05/1998;kopvoorn;3.40;per 100m
Maas;247611/183649;247611;183649;bocht Kotem na de brug (E314) (29 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;1998;13/05/1998;kopvoorn;3.20;per 100m
Lossing;247915/207558;247915;207558;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2011;14/06/2011;serpeling;1.00;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;1998;13/05/1998;kopvoorn;3.00;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2002;14/05/2002;kopvoorn;3.20;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2005;18/05/2005;kopvoorn;2.60;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2012;23/05/2012;kopvoorn;8.00;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2013;11/10/2013;kopvoorn;1.00;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2014;16/07/2014;kopvoorn;5.00;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2015;17/06/2015;kopvoorn;0.40;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2016;22/08/2016;kopvoorn;4.40;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2017;28/06/2017;kopvoorn;2.80;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2018;29/05/2018;kopvoorn;3.20;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2019;21/05/2019;kopvoorn;1.20;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2020;10/06/2020;kopvoorn;46.40;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;kopvoorn;12.80;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2022;31/05/2022;kopvoorn;0.40;per 100m
Maas;248106/189381;248106;189381;aan het Veer van Meeswijk (39,1 km);Maasmechelen;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;serpeling;2.40;per 100m
Kogbeek;248227/195355;248227;195355;300m SO monding;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;02/05/2018;kopvoorn;7.00;per 100m
Kogbeek;248262/195435;248262;195435;200m SO monding;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;02/05/2018;kopvoorn;15.00;per 100m
Kogbeek;248262/195435;248262;195435;200m SO monding;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;19/09/2018;kopvoorn;26.00;per 100m
Kogbeek;248262/195435;248262;195435;200m SO monding;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2019;27/08/2019;kopvoorn;142.00;per 100m
Kogbeek;248326/195522;248326;195522;kogbeek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;02/05/2018;kopvoorn;26.00;per 100m
Kogbeek;248326/195522;248326;195522;kogbeek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;19/09/2018;kopvoorn;17.00;per 100m
Kogbeek;248326/195522;248326;195522;kogbeek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2019;27/08/2019;kopvoorn;69.00;per 100m
Kogbeek;248326/195522;248326;195522;kogbeek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2007;21/03/2007;serpeling;1.00;per 100m
Kogbeek;248326/195522;248326;195522;kogbeek;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;02/05/2018;serpeling;1.00;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;1998;12/05/1998;kopvoorn;2.00;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2002;14/05/2002;kopvoorn;8.20;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2005;18/05/2005;kopvoorn;19.40;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2012;22/05/2012;kopvoorn;3.20;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2013;11/10/2013;kopvoorn;9.52;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2014;16/07/2014;kopvoorn;0.80;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2015;17/06/2015;kopvoorn;8.00;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2016;23/08/2016;kopvoorn;0.40;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2017;28/06/2017;kopvoorn;20.00;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2018;29/05/2018;kopvoorn;401.86;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2020;11/06/2020;kopvoorn;13.60;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;kopvoorn;21.20;per 100m
Maas;248328/194291;248328;194291;Bichterweert (45 km);Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2021;30/06/2021;serpeling;0.40;per 100m
Zanderbeek;248329/197266;248329;197266;middenloop, grens Derde straat - Zandstraat nabij Diepbeekhof;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2000;13/09/2000;kopvoorn;41.00;per 100m
Zanderbeek;248329/197266;248329;197266;middenloop, grens Derde straat - Zandstraat nabij Diepbeekhof;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2003;11/03/2003;kopvoorn;7.50;per 100m
Zanderbeek;248329/197266;248329;197266;middenloop, grens Derde straat - Zandstraat nabij Diepbeekhof;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2007;20/03/2007;kopvoorn;2.50;per 100m
Zanderbeek;248329/197266;248329;197266;middenloop, grens Derde straat - Zandstraat nabij Diepbeekhof;Dilsen-Stokkem;Limburg;Maasbekken;Elektrisch;2012;02/04/2012;kopvoorn;3.00;per 100m
Witbeek;249011/202979;249011;202979;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2017;11/09/2017;kopvoorn;8.00;per 100m
Witbeek;249011/202979;249011;202979;/;Kinrooi;Limburg;Maasbekken;Elektrisch;2023;14/09/2023;kopvoorn;5.00;per 100m
Maas;249149/195551;249149;195551;De Krauw (47 km);Maaseik;Limburg;Maasbekken;Elektrisch;1998;12/05/1998;kopvoorn;2.20;per 100m
Zanderbeek;249885/198568;249885;198568;100m SO monding;Maaseik;Limburg;Maasbekken;Elektrisch;2017;10/04/2017;kopvoorn;2.00;per 100m
